stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
,2/7/2008,Andhra Pradesh,Hyderabad,,Industrial Areas,3.3,14.3,50.0,108.0,Nacharam,,2008-07-02
,2/7/2009,Andhra Pradesh,Visakhapatnam,,Industrial Areas,4.0,30.2,88.0,183.0,Industrial Estate,,2009-07-02
234.0,2/7/2010,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,20.0,61.0,,"Panchayat Raj office, Mindi, Visakhapatnam",,2010-07-02
210.0,2/7/2011,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",2.0,36.0,215.0,,"Beltron Bhawan, Shastri Nagar, Patna",,2011-07-02
578.0,2/7/2012,Andhra Pradesh,Kakinada,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,,58.0,,"Top of the Office Building Ramanayyapeta, Kakinada",,2012-07-02
751.0,2/7/2013,Andhra Pradesh,Srikakulam,Andhra Pradesh State Pollution Control Board,Industrial Area,2.0,5.0,43.0,,"IDA, Pydibheemavaram, Srikakulam",,2013-07-02
84.0,2/8/2003,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",0.0,0.0,0.0,0.0,,,2003-08-02
77.0,2/8/2004,Karnataka,Bangalore,Karnataka State Pollution Control Board,Industrial Area,7.0,56.0,68.0,142.0,"Graphite India, White Field Road, Bangalore",,2004-08-02
,2/8/2005,Andhra Pradesh,Hyderabad,,Industrial Areas,4.4,29.2,113.0,317.0,Uppal,,2005-08-02
,2/8/2006,Andhra Pradesh,Hyderabad,,Residential and others,4.0,35.0,78.0,185.0,Mourya Inn,,2006-08-02
,2/8/2007,Andhra Pradesh,Hyderabad,,Industrial Areas,5.3,36.4,80.0,303.0,C.I.T.D. Balanagar,,2007-08-02
,2/8/2008,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,34.6,89.0,353.0,C.I.T.D. Balanagar,,2008-08-02
,2/8/2009,Andhra Pradesh,Hyderabad,,Industrial Areas,5.2,28.7,121.0,358.0,C.I.T.D. Balanagar,,2009-08-02
466.0,2/8/2010,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,98.0,,"Mourya Inn, Kurnool",,2010-08-02
582.0,2/8/2011,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,36.0,116.0,"GNC Toll Gate Tirumala , Chittoor Dist.",,2011-08-02
583.0,2/8/2012,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,11.0,74.0,,"Near Hindu College, Market Road, Guntur",,2012-08-02
542.0,2/8/2013,Assam,Bongaigaon,Assam State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,55.0,,"Campus of Oil India Ltd. PS-6, Bongaigaon, Chirang",,2013-08-02
62.0,2/9/1987,Punjab,Ludhiana,Punjab Pollution Control Board,Residential,,,,346.0,,,1987-09-02
95.0,2/9/2004,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.1,81.3,70.3,179.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-09-02
,2/9/2005,Andhra Pradesh,Hyderabad,,Residential and others,5.2,40.2,126.0,332.0,Paradise,,2005-09-02
,2/9/2006,Assam,Guwahati,,Residential and others,4.8,32.0,196.0,377.0,Fire Brigade Station,,2006-09-02
,2/9/2007,Andhra Pradesh,Hyderabad,,Sensitive Areas,5.2,16.6,48.0,147.0,Zoo Park,,2007-09-02
,2/9/2008,Andhra Pradesh,Hyderabad,,Residential and others,5.1,25.5,116.0,362.0,Charminar,,2008-09-02
,2/9/2009,Andhra Pradesh,Hyderabad,,Residential and others,5.0,29.2,117.0,343.0,Charminar,,2009-09-02
582.0,2/9/2010,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,37.0,,"GNC Toll Gate Tirumala , Chittoor Dist.",,2010-09-02
577.0,2/9/2011,Andhra Pradesh,Nalgonda,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,19.0,95.0,,"Beside Regional Office, APPCB Nalgonda",,2011-09-02
578.0,2/9/2012,Andhra Pradesh,Kakinada,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,,59.0,,"Top of the Office Building Ramanayyapeta, Kakinada",,2012-09-02
748.0,2/9/2013,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,68.0,,"Kamalanagar, Ananthapur",,2013-09-02
58,20-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11.0,28.0,164.0,396.0,,,2003-01-20
193.0,20-01-04,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",2.3,17.8,166.0,,"Head Office, Bamunimaidan, Guwahati",,2004-01-20
,20-01-05,Andhra Pradesh,Hyderabad,,Residential and others,4.5,34.4,117.0,348.0,Paradise,,2005-01-20
,20-01-07,Andhra Pradesh,Hyderabad,,Industrial Areas,7.2,66.6,169.0,433.0,C.I.T.D. Balanagar,,2007-01-20
150.0,20-01-10,Andhra Pradesh,Hyderabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,19.0,72.0,,"Tarnaka, NEERI Lab. IICT Campus, Hyderabad",,2010-01-20
387.0,20-01-13,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Sensitive Area,5.0,9.0,55.0,,"INS-Virabahu, Naval Area, Visakhapatnam",,2013-01-20
520.0,20-01-14,Assam,Bongaigaon,Assam State Pollution Control Board,"Residential, Rural and other Areas",6.0,14.0,56.0,,"Barpara Office Building, Bongaigaon",,2014-01-20
787.0,20-01-15,Arunachal Pradesh,Itanagar,Arunachal Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,96.0,,Compound of PCCF's Office building,,2015-01-20
58,20-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11.0,28.0,92.0,453.0,,,2003-02-20
95.0,20-02-04,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,9.8,75.8,114.7,259.3,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-02-20
,20-02-05,Maharashtra,Thane,,Residential and others,7.7,15.2,44.0,,Kopri,,2005-02-20
,20-02-07,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,35.5,110.0,340.0,C.I.T.D. Balanagar,,2007-02-20
466.0,20-02-10,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,85.0,,"Mourya Inn, Kurnool",,2010-02-20
748.0,20-02-13,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,78.0,,"Kamalanagar, Ananthapur",,2013-02-20
748.0,20-02-14,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,87.0,,"Kamalanagar, Ananthapur",,2014-02-20
193.0,20-02-15,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",9.0,14.0,93.0,,"Head Office, Bamunimaidan, Guwahati",,2015-02-20
55,20-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12.0,42.0,143.0,243.0,,,2003-03-20
233.0,20-03-04,Andhra Pradesh,Visakhapatnam,Andhra Pradesh State Pollution Control Board,Industrial Area,11.0,35.0,91.0,141.0,"Industrial Estate, Marripalem, Visakhapatnam",,2004-03-20
,20-03-05,Andhra Pradesh,Hyderabad,,Residential and others,4.9,58.0,81.0,214.0,Charminar,,2005-03-20
,20-03-07,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,62.9,155.0,380.0,C.I.T.D. Balanagar,,2007-03-20
582.0,20-03-10,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,42.0,,"GNC Toll Gate Tirumala , Chittoor Dist.",,2010-03-20
520.0,20-03-13,Assam,Bongaigaon,Assam State Pollution Control Board,"Residential, Rural and other Areas",7.0,16.0,46.0,,"Barpara Office Building, Bongaigaon",,2013-03-20
520.0,20-03-14,Assam,Bongaigaon,Assam State Pollution Control Board,"Residential, Rural and other Areas",7.0,16.0,73.0,,"Barpara Office Building, Bongaigaon",,2014-03-20
193.0,20-03-15,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",11.0,18.0,232.0,,"Head Office, Bamunimaidan, Guwahati",,2015-03-20
106.0,20-04-04,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,Industrial Area,3.0,20.0,344.0,647.0,"Modern Foods, Industrial Area, Chandigarh",,2004-04-20
,20-04-05,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,24.9,75.0,240.0,C.I.T.D. Balanagar,,2005-04-20
,20-04-07,Andhra Pradesh,Hyderabad,,Industrial Areas,5.5,32.8,119.0,311.0,C.I.T.D. Balanagar,,2007-04-20
466.0,20-04-10,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,93.0,,"Mourya Inn, Kurnool",,2010-04-20
748.0,20-04-13,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,83.0,,"Kamalanagar, Ananthapur",,2013-04-20
566.0,20-04-14,Assam,Daranga,Assam State Pollution Control Board,"Residential, Rural and other Areas",7.0,20.0,93.0,,"Daranga, Baska district, BATAD,Assam near Sandoop Jhankar town of Bhutan",,2014-04-20
193.0,20-04-15,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",8.0,15.0,160.0,,"Head Office, Bamunimaidan, Guwahati",,2015-04-20
55,20-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12.0,42.0,186.0,489.0,,,2003-05-20
193.0,20-05-04,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",2.0,9.2,149.0,,"Head Office, Bamunimaidan, Guwahati",,2004-05-20
,20-05-05,Assam,Guwahati,,Residential and others,4.0,10.7,85.0,135.0,Paltanbazar,,2005-05-20
,20-05-07,Andhra Pradesh,Hyderabad,,Industrial Areas,4.9,32.1,71.0,260.0,C.I.T.D. Balanagar,,2007-05-20
582.0,20-05-10,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,33.0,,"GNC Toll Gate Tirumala , Chittoor Dist.",,2010-05-20
520.0,20-05-13,Assam,Bongaigaon,Assam State Pollution Control Board,"Residential, Rural and other Areas",7.0,15.0,36.0,,"Barpara Office Building, Bongaigaon",,2013-05-20
542.0,20-05-14,Assam,Bongaigaon,Assam State Pollution Control Board,"Residential, Rural and other Areas",6.0,13.0,46.0,,"Campus of Oil India Ltd. PS-6, Bongaigaon, Chirang",,2014-05-20
193.0,20-05-15,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",9.0,13.0,103.0,,"Head Office, Bamunimaidan, Guwahati",,2015-05-20
58,20-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12.0,34.0,18.0,58.0,,,2003-06-20
394.0,20-06-04,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.8,17.1,110.0,338.0,"Charminar, Hyderabad",,2004-06-20
,20-06-05,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,26.5,73.0,168.0,Uppal,,2005-06-20
,20-06-07,Andhra Pradesh,Hyderabad,,Industrial Areas,6.1,33.5,40.0,225.0,C.I.T.D. Balanagar,,2007-06-20
466.0,20-06-10,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,85.0,,"Mourya Inn, Kurnool",,2010-06-20
95.0,20-06-13,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5.0,29.0,91.0,,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2013-06-20
520.0,20-06-14,Assam,Bongaigaon,Assam State Pollution Control Board,"Residential, Rural and other Areas",6.0,11.0,18.0,,"Barpara Office Building, Bongaigaon",,2014-06-20
193.0,20-06-15,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",7.0,10.0,67.0,,"Head Office, Bamunimaidan, Guwahati",,2015-06-20
95.0,20-07-04,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.6,23.6,80.3,205.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-07-20
,20-07-05,Assam,Guwahati,,Residential and others,4.0,16.2,65.0,108.0,Head Office,,2005-07-20
,20-07-07,Andhra Pradesh,Hyderabad,,Industrial Areas,5.5,32.0,55.0,158.0,Uppal,,2007-07-20
583.0,20-07-10,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,11.0,76.0,,"Near Hindu College, Market Road, Guntur",,2010-07-20
95.0,20-07-13,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.0,18.0,66.0,,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2013-07-20
750.0,20-07-14,Andhra Pradesh,Eluru,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,,82.0,,"ASRAM Diagnostic Center, Eluru",,2014-07-20
389.0,20-07-15,Andhra Pradesh,Tirupati,Andhra Pradesh State Pollution Control Board,Sensitive Area,5.0,11.0,72.0,,"Regional Science Centre, Chittoor Bypass Road, Tirupati",,2015-07-20
144,20-08-03,Delhi,Delhi,,"Residential, Rural and other Areas",6.0,24.0,,206.0,,,2003-08-20
203.0,20-08-04,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.5,19.0,46.7,93.3,"Uppal, Modern Foods & Industries IDA, Hyderabad",,2004-08-20
,20-08-05,Chandigarh,Chandigarh,,Residential and others,,9.8,34.0,80.0,Kaimbwala Village,,2005-08-20
,20-08-07,Andhra Pradesh,Hyderabad,,Industrial Areas,4.9,30.0,53.0,137.0,C.I.T.D. Balanagar,,2007-08-20
581.0,20-08-10,Andhra Pradesh,Khammam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,10.0,51.0,,"CER Club,S.C.C.L. township, writter basti, Kothagudem, Khammam Dist.",,2010-08-20
750.0,20-08-13,Andhra Pradesh,Eluru,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,16.0,59.0,,"ASRAM Diagnostic Center, Eluru",,2013-08-20
742.0,20-08-14,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,11.0,65.0,,"Near Nutrine Confectionery, Palamaner Road, Chittor",,2014-08-20
389.0,20-08-15,Andhra Pradesh,Tirupati,Andhra Pradesh State Pollution Control Board,Sensitive Area,5.0,12.0,61.0,,"Regional Science Centre, Chittoor Bypass Road, Tirupati",,2015-08-20
84.0,20-09-03,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",0.0,0.0,0.0,0.0,,,2003-09-20
95.0,20-09-04,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,3.6,24.7,68.3,192.0,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-09-20
,20-09-05,Andhra Pradesh,Hyderabad,,Residential and others,4.9,22.0,70.0,212.0,Paradise,,2005-09-20
,20-09-07,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,29.2,61.0,160.0,C.I.T.D. Balanagar,,2007-09-20
582.0,20-09-10,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,57.0,,"GNC Toll Gate Tirumala , Chittoor Dist.",,2010-09-20
193.0,20-09-13,Assam,Guwahati,Assam State Pollution Control Board,"Residential, Rural and other Areas",7.0,15.0,110.0,,"Head Office, Bamunimaidan, Guwahati",,2013-09-20
750.0,20-09-14,Andhra Pradesh,Eluru,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,,84.0,,"ASRAM Diagnostic Center, Eluru",,2014-09-20
459.0,20-09-15,Karnataka,Gulbarga,Karnataka State Pollution Control Board,Sensitive Area,,,71.0,,"Government Hospital, Gulbarga",,2015-09-20
56,20-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7.0,53.0,122.0,601.0,,,2003-10-20
210.0,20-10-04,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",11.0,17.0,53.0,114.0,"Beltron Bhawan, Shastri Nagar, Patna",,2004-10-20
,20-10-05,Andhra Pradesh,Hyderabad,,Residential and others,5.4,27.3,102.0,320.0,Charminar,,2005-10-20
,20-10-07,Andhra Pradesh,Hyderabad,,Industrial Areas,5.1,32.4,76.0,279.0,C.I.T.D. Balanagar,,2007-10-20
150.0,20-10-10,Andhra Pradesh,Hyderabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,19.0,23.0,,"Tarnaka, NEERI Lab. IICT Campus, Hyderabad",,2010-10-20
748.0,20-10-13,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,14.0,69.0,,"Kamalanagar, Ananthapur",,2013-10-20
750.0,20-10-14,Andhra Pradesh,Eluru,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,,363.0,,"ASRAM Diagnostic Center, Eluru",,2014-10-20
787.0,20-10-15,Arunachal Pradesh,Itanagar,Arunachal Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,,59.0,,Compound of PCCF's Office building,,2015-10-20
55,20-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14.0,42.0,122.0,369.0,,,2003-11-20
95.0,20-11-04,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.9,33.5,84.0,328.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-11-20
,20-11-05,Andhra Pradesh,Hyderabad,,Residential and others,5.4,26.1,108.0,280.0,Charminar,,2005-11-20
,20-11-07,Andhra Pradesh,Hyderabad,,Industrial Areas,5.6,35.9,101.0,309.0,C.I.T.D. Balanagar,,2007-11-20
582.0,20-11-10,Andhra Pradesh,Chittoor,Andhra Pradesh State Pollution Control Board,Sensitive Area,4.0,9.0,39.0,,"GNC Toll Gate Tirumala , Chittoor Dist.",,2010-11-20
577.0,20-11-13,Andhra Pradesh,Nalgonda,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,14.0,87.0,,"Beside Regional Office, APPCB Nalgonda",,2013-11-20
748.0,20-11-14,Andhra Pradesh,Ananthapur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,77.0,,"Kamalanagar, Ananthapur",,2014-11-20
462.0,20-11-15,Andhra Pradesh,Vijayawada,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,58.0,109.0,,"Benz Circle, Vijayawada",,2015-11-20
62.0,20-12-03,Punjab,Ludhiana,Punjab Pollution Control Board,"Residential, Rural and other Areas",16.0,55.0,369.0,,,,2003-12-20
95.0,20-12-04,Andhra Pradesh,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,4.3,35.9,174.3,426.7,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",,2004-12-20
,20-12-05,Andhra Pradesh,Hyderabad,,Industrial Areas,7.0,29.5,119.0,274.0,C.I.T.D. Balanagar,,2005-12-20
,20-12-07,Andhra Pradesh,Hyderabad,,Industrial Areas,5.4,34.0,124.0,351.0,C.I.T.D. Balanagar,,2007-12-20
581.0,20-12-10,Andhra Pradesh,Khammam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,11.0,66.0,,"CER Club,S.C.C.L. township, writter basti, Kothagudem, Khammam Dist.",,2010-12-20
566.0,20-12-13,Assam,Daranga,Assam State Pollution Control Board,"Residential, Rural and other Areas",6.0,18.0,57.0,,"Daranga, Baska district, BATAD,Assam near Sandoop Jhankar town of Bhutan",,2013-12-20
566.0,20-12-14,Assam,Daranga,Assam State Pollution Control Board,"Residential, Rural and other Areas",7.0,13.0,48.0,,"Daranga, Baska district, BATAD,Assam near Sandoop Jhankar town of Bhutan",,2014-12-20
459.0,20-12-15,Karnataka,Gulbarga,Karnataka State Pollution Control Board,Sensitive Area,,,75.0,,"Government Hospital, Gulbarga",,2015-12-20
,20/01/2006,Maharashtra,Aurangabad (MS),,Residential and others,3.7,32.2,,,S.B.E.S. College,,2006-01-20
531,20/01/2011,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",5.0,41.0,225.0,,"Pritampura, Delhi",,2011-01-20
466.0,20/01/2012,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,62.0,,"Mourya Inn, Kurnool",,2012-01-20
,20/02/2006,Maharashtra,Aurangabad (MS),,Sensitive Areas,5.7,19.2,,,Bibi-Ka-Maqbara,,2006-02-20
144,20/02/2011,Delhi,Delhi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,79.0,99.0,,"N.Y. SCHOOL, Sarojini Nagar, Delhi",,2011-02-20
466.0,20/02/2012,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,100.0,,"Mourya Inn, Kurnool",,2012-02-20
,20/03/2006,Maharashtra,Aurangabad (MS),,Sensitive Areas,3.2,13.2,,,Bibi-Ka-Maqbara,,2006-03-20
155,20/03/2011,Gujarat,Ahmedabad,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15.0,22.0,86.0,,"R.C. High School, Mirzapur, Ahmadabad",,2011-03-20
466.0,20/03/2012,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,71.0,,"Mourya Inn, Kurnool",,2012-03-20
,20/04/2006,Maharashtra,Chandrapur,,Industrial Areas,22.8,31.5,43.0,80.0,M.I.D.C.,,2006-04-20
59,20/04/2011,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",4.0,56.0,316.0,,"Janakpuri, Delhi",,2011-04-20
581.0,20/04/2012,Andhra Pradesh,Khammam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,58.0,,"CER Club,S.C.C.L. township, writter basti, Kothagudem, Khammam Dist.",,2012-04-20
,20/05/2006,Maharashtra,Aurangabad (MS),,Residential and others,5.5,17.7,51.0,177.0,S.B.E.S. College,,2006-05-20
531,20/05/2011,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",4.0,40.0,257.0,,"Pritampura, Delhi",,2011-05-20
466.0,20/05/2012,Andhra Pradesh,Kurnool,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,9.0,84.0,,"Mourya Inn, Kurnool",,2012-05-20
,20/06/2006,Maharashtra,Aurangabad (MS),,Sensitive Areas,3.3,12.2,54.0,117.0,Bibi-Ka-Maqbara,,2006-06-20
558.0,20/06/2011,Dadra & Nagar Haveli,Khadoli,"Daman Diu, Dadra & Nagar Heveli Pollution Control Committee",Industrial Area,7.5,19.6,,42.0,"Khadoli Industrial Area, Village- Khadoli, Silvassa",,2011-06-20
583.0,20/06/2012,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,11.0,72.0,,"Near Hindu College, Market Road, Guntur",,2012-06-20
,20/07/2006,Maharashtra,Aurangabad (MS),,Residential and others,5.0,13.7,15.0,60.0,C.A.D.A. Office,,2006-07-20
59,20/07/2011,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",4.0,44.0,158.0,,"Janakpuri, Delhi",,2011-07-20
583.0,20/07/2012,Andhra Pradesh,Guntur,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,11.0,71.0,,"Near Hindu College, Market Road, Guntur",,2012-07-20
,20/08/2006,Maharashtra,Tarapur,,Industrial Areas,4.0,16.8,79.0,116.0,MIDC Office Compound,,2006-08-20
